Year,Month,Quarter,Country,NZ_City,Visit_Purpose,Accommodation_Type,Age,AvgDaysSpent,AvgSpending,Gender
2014,July,2014 3,Saudi Arabia,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",42,16,3143.736005,1
2014,July,2014 3,Scotland,Auckland,Visiting friends / relatives,Hotel,47,6,1097.102972,1
2014,July,2014 3,Singapore,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",54.5,5.5,1725.0177667,2
2014,July,2014 3,Singapore,Auckland,Visiting friends / relatives,Staying with family or friends,47,16,666.6666667,1
2014,July,2014 3,Singapore,Christchurch,Holiday / vacation,Hotel,34.5,9,3345.1042786666667,6
2014,July,2014 3,Singapore,Wellington,Visiting friends / relatives,Staying with family or friends,42,3,500,1
2014,July,2014 3,South Africa,Auckland,Visiting friends / relatives,Staying with family or friends,42,9,3302.944273,1
2014,July,2014 3,South Africa,Christchurch,Visiting friends / relatives,Staying with family or friends,32,14,3963.533128,1
2014,July,2014 3,Spain,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",37,23,2457.447207,1
2014,July,2014 3,Spain,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",34.5,20,4911.8344074999995,2
2014,July,2014 3,Sweden,Christchurch,Visiting friends / relatives,Another place where you pay to park a caravan or campervan / motorhome overnight,47,14,2017.006901,1
2014,July,2014 3,Switzerland,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",34.5,20,710,2
2014,July,2014 3,Taiwan,Auckland,Holiday / vacation,Backpackers,23,29.666666666666668,4866.666666666667,3
2014,July,2014 3,Taiwan,Auckland,Visiting friends / relatives,Staying with family or friends,27,24,2000,1
2014,July,2014 3,Taiwan,Christchurch,Holiday / vacation,"Youth Hostel, YMCA, YWCA",27,13,3017.033172,1
2014,July,2014 3,Thailand,Auckland,Other,Hotel,27,5,2000,1
2014,July,2014 3,Thailand,Christchurch,Conference / convention,Hotel,62,5,1644.111218,1
2014,July,2014 3,Thailand,Christchurch,Visiting friends / relatives,Hotel,37,14,1841.95609,1
2014,July,2014 3,Ukraine,Auckland,Visiting friends / relatives,Staying with family or friends,32,51,3333.333333,1
2014,July,2014 3,United States of America,Auckland,Business,Hotel,52,4,300,1
2014,July,2014 3,United States of America,Auckland,Conference / convention,Hotel,32,8,2962.55169,1
2014,July,2014 3,United States of America,Auckland,Holiday / vacation,House / flat that you paid some rent for,40.52307692307692,6.26223776223776,3110.9522505076925,65
2014,July,2014 3,United States of America,Auckland,Visiting friends / relatives,Staying with family or friends,48.42857142857143,8,2653.997878571429,7
2014,July,2014 3,United States of America,Christchurch,Holiday / vacation,Hotel,39.5,8.5,2127.531014,4
2014,July,2014 3,United States of America,Christchurch,Visiting friends / relatives,Staying with family or friends,52,9,250,1
2014,July,2014 3,United States of America,Queenstown,Holiday / vacation,Hotel,32,10,2370.041352,1
2014,July,2014 3,United States of America,Wellington,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",42,5,1382.524122,1
2014,July,2014 3,Viet Nam,Auckland,Visiting friends / relatives,Staying with family or friends,32,28,4300,1
2014,July,2014 3,Wales,Auckland,Holiday / vacation,Backpackers,27,40,11877.46711,1
2014,July,2014 4,Australia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",62,162,5466.631252,1
2014,July,2014 4,Australia,Auckland,Other,Staying with family or friends,20,140,4000,1
2014,July,2014 4,Canada,Auckland,Education,Student residence,20,139,8000,1
2014,July,2014 4,Canada,Auckland,Holiday / vacation,Bed and Breakfast,42,120.2,6110.1849482,5
2014,July,2014 4,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,62,156,100,1
2014,July,2014 4,Chile,Auckland,Business,House / flat that you paid some rent for,27,174,6393.486508,1
2014,July,2014 4,"China, People's Republic of",Auckland,Holiday / vacation,Staying with family or friends,42,121,6245.420025,1
2014,July,2014 4,England,Auckland,Other,House / flat that you paid some rent for,37,98,9310.270983,1
2014,July,2014 4,France,Christchurch,Holiday / vacation,Farm-stay or Home-stay,22,64,6387.088466,1
2014,July,2014 4,Germany,Auckland,Holiday / vacation,Staying with family or friends,32.2,100,9364.0219776,5
2014,July,2014 4,Germany,Auckland,Other,Farm-stay or Home-stay,20,74,1956.449328,1
2014,July,2014 4,Germany,Auckland,Visiting friends / relatives,Staying with family or friends,44.5,106,1137.901876,2
2014,July,2014 4,Hong Kong (Special Administrative Region),Auckland,Other,House / flat that you paid some rent for,27,10,5000,1
2014,July,2014 4,Japan,Auckland,Business,House / flat that you paid some rent for,57,116,3900,1
2014,July,2014 4,Japan,Auckland,Education,Staying with family or friends,52,131,4800,1
2014,July,2014 4,Japan,Auckland,Other,Staying with family or friends,62,147,500,1
2014,July,2014 4,Japan,Auckland,Visiting friends / relatives,Staying with family or friends,27,147,140.7746929,1
2014,July,2014 4,"Korea, Republic of",Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",37,75,861.2184698,2
2014,July,2014 4,"Korea, Republic of",Auckland,Other,House / flat that you paid some rent for,47,73,1663.850649,1
2014,July,2014 4,"Korea, Republic of",Auckland,Visiting friends / relatives,NA,52,88,3000,1
2014,July,2014 4,Slovenia,Wellington,Visiting friends / relatives,NA,22,77,3193.544233,1
2014,July,2014 4,Spain,Auckland,Education,House / flat that you paid some rent for,22,82,2000,1
2014,July,2014 4,Sweden,Auckland,Education,House / flat that you paid some rent for,27,133,11703.58867,1
2014,July,2014 4,United States of America,Auckland,Business,Hotel,57,116,2173.785413,1
2014,July,2014 4,United States of America,Auckland,Education,House / flat that you paid some rent for,22,147,5000,1
2014,July,2014 4,United States of America,Auckland,Holiday / vacation,NA,37,91,7447.588673666666,3
2014,July,2014 4,Wales,Christchurch,Visiting friends / relatives,Staying with family or friends,62,97,3035.957929,1
2014,June,2014 1,Canada,Auckland,Holiday / vacation,NOT SURE,57,198,3400,1
2014,June,2014 1,Czech Republic,Christchurch,Holiday / vacation,"Youth Hostel, YMCA, YWCA",22,233,10000,1
2014,June,2014 1,Malaysia,Auckland,Holiday / vacation,Farm-stay or Home-stay,27,223,10500,1
2014,June,2014 1,Malaysia,Christchurch,Holiday / vacation,House / flat that you paid some rent for,27,232,10000,1
2014,June,2014 1,Slovakia,Auckland,Other,House / flat that you paid some rent for,22,276,17819.67982,1
2014,June,2014 2,Australia,Auckland,Business,Hotel,40.8235294117647,3.823529411764706,1011.1194780258824,17
2014,June,2014 2,Australia,Auckland,Conference / convention,Hotel,45.75,2.5,1407.5491491,4
2014,June,2014 2,Australia,Auckland,Holiday / vacation,Hotel,38.36363636363637,6.2727272727272725,1655.9516277818182,11
2014,June,2014 2,Australia,Auckland,Other,"Motel, Motor Inn or Serviced Apartment",37,8,2165.162054,1
2014,June,2014 2,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,37.206896551724135,5.344827586206897,696.0232810348276,29
2014,June,2014 2,Australia,Christchurch,Business,Hotel,42.55555555555556,4.444444444444445,1403.2153485,9
2014,June,2014 2,Australia,Christchurch,Conference / convention,Hotel,37,7.5,797.4147182,2
2014,June,2014 2,Australia,Christchurch,Holiday / vacation,Hotel,40,9.6,2422.7184406966667,30
2014,June,2014 2,Australia,Christchurch,Other,Staying with family or friends,47,5.333333333333333,3053.6998663333334,3
2014,June,2014 2,Australia,Christchurch,Visiting friends / relatives,Staying with family or friends,47.19230769230769,7.769230769230769,941.5216037346154,26
2014,June,2014 2,Australia,Queenstown,Business,Hotel,42,3,1623.87154,1
2014,June,2014 2,Australia,Queenstown,Holiday / vacation,Hotel,33.916666666666664,5.166666666666667,1714.0866257750001,12
2014,June,2014 2,Australia,Wellington,Business,Hotel,44.27272727272727,2.5454545454545454,1249.9011965,11
2014,June,2014 2,Australia,Wellington,Conference / convention,Hotel,62,3,1136.710078,1
2014,June,2014 2,Australia,Wellington,Holiday / vacation,Hotel,50.75,6.291666666666668,719.72583985000006,4
2014,June,2014 2,Australia,Wellington,Other,Staying with family or friends,45.333333333333336,3.3333333333333335,1100,3
2014,June,2014 2,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,52.457142857142856,7.4,873.44662668,35
2014,June,2014 2,Austria,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",22,16,2864.670011,1
2014,June,2014 2,Belgium,Auckland,Holiday / vacation,NOT SURE,20,28,2000,1
2014,June,2014 2,Canada,Auckland,Business,Hotel,47,5.5,1125,2
2014,June,2014 2,Canada,Auckland,Conference / convention,Hotel,62,3,1116.751733,1
2014,June,2014 2,Canada,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",37.38461538461539,5.923076923076923,2530.1409924384616,13
2014,June,2014 2,Canada,Auckland,Visiting friends / relatives,Hotel,47,9,5956.009245,2
2014,June,2014 2,Canada,Queenstown,Holiday / vacation,Backpackers,22,13,2320.918761,1
2014,June,2014 2,"China, People's Republic of",Auckland,Business,Hotel,35.333333333333336,6.333333333333333,4254.782226,3
2014,June,2014 2,"China, People's Republic of",Auckland,Conference / convention,House / flat that you paid some rent for,72,1,5644.150017,1
2014,June,2014 2,"China, People's Republic of",Auckland,Holiday / vacation,Hotel,37.03448275862069,6.827586206896552,4848.464861162069,29
2014,June,2014 2,"China, People's Republic of",Auckland,Other,"Motel, Motor Inn or Serviced Apartment",42,8,3762.766678,1
2014,June,2014 2,"China, People's Republic of",Auckland,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",42,6.333333333333333,2455.8317247166665,6
2014,June,2014 2,"China, People's Republic of",Christchurch,Visiting friends / relatives,Hotel,47,13,2661.037504,2
2014,June,2014 2,"China, People's Republic of",Wellington,Holiday / vacation,Staying with family or friends,22,3,350,1
2014,June,2014 2,Denmark,Christchurch,Business,"Motel, Motor Inn or Serviced Apartment",52,14,4000,1
2014,June,2014 2,England,Auckland,Business,Hotel,57,2,1171.413972,1
2014,June,2014 2,England,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",40.75,3.5833333333333335,6055.20463625,12
2014,June,2014 2,England,Auckland,Other,"Motel, Motor Inn or Serviced Apartment",52,11,2928.534931,1
2014,June,2014 2,England,Auckland,Visiting friends / relatives,Staying with family or friends,40.888888888888886,4.111111111111111,3013.045938,9
2014,June,2014 2,England,Christchurch,Visiting friends / relatives,Staying with family or friends,47,13,732.1337326,1
2014,June,2014 2,England,Wellington,Business,Hotel,47,4,976.1783102,1
2014,June,2014 2,England,Wellington,Visiting friends / relatives,NA,37,7,1561.885296,1
2014,June,2014 2,Estonia,Christchurch,Holiday / vacation,Backpackers,27,17,3000,1
2014,June,2014 2,Finland,Auckland,Holiday / vacation,NOT SURE,22,6,1591.483339,1
2014,June,2014 2,France,Auckland,Education,House / flat that you paid some rent for,22,28,6365.933358,1
2014,June,2014 2,France,Christchurch,Holiday / vacation,Hotel,27,9,2900,1
2014,June,2014 2,Germany,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",47.888888888888886,5.444444444444445,4470.237202444444,9
2014,June,2014 2,Germany,Auckland,Other,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",20,286,10000,1
2014,June,2014 2,Germany,Auckland,Visiting friends / relatives,Staying with family or friends,47,11.5,3900,2
2014,June,2014 2,Hong Kong (Special Administrative Region),Auckland,Business,Staying with family or friends,32,13,5157.712631,1
2014,June,2014 2,Hong Kong (Special Administrative Region),Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",22,5,550,1
2014,June,2014 2,Hong Kong (Special Administrative Region),Auckland,Other,Backpackers,27,309,12000,1
2014,June,2014 2,Hong Kong (Special Administrative Region),Auckland,Visiting friends / relatives,Staying with family or friends,27,12,500,1
2014,June,2014 2,India,Christchurch,Business,Staying with family or friends,47,9,70,1
2014,June,2014 2,India,Christchurch,Holiday / vacation,Hotel,42,4,260,1
2014,June,2014 2,Indonesia,Auckland,Holiday / vacation,Hotel,22,8,2435.80731,1
2014,June,2014 2,Indonesia,Christchurch,Business,Hotel,42,2,1000,1
2014,June,2014 2,Indonesia,Christchurch,Holiday / vacation,Hotel,52,10,3095.401958,2
2014,June,2014 2,Indonesia,Christchurch,Visiting friends / relatives,House / flat that you paid some rent for,32,8,4061.607832,1
2014,June,2014 2,Ireland,Auckland,Visiting friends / relatives,Staying with family or friends,32,9,800,1
2014,June,2014 2,Italy,Auckland,Holiday / vacation,Staying with family or friends,37,8.5,650,2
2014,June,2014 2,Japan,Auckland,Business,Hotel,42,5.333333333333333,3056.947869,3
2014,June,2014 2,Japan,Auckland,Education,House / flat that you paid some rent for,27,3,1363.244023,1
2014,June,2014 2,Japan,Auckland,Holiday / vacation,Hotel,40.07142857142857,3.7857142857142856,1375.1191975785714,14
2014,June,2014 2,Japan,Auckland,Other,House / flat that you paid some rent for,27,305,0.568018343,1
2014,June,2014 2,Japan,Auckland,Visiting friends / relatives,Staying with family or friends,41.44444444444444,5.222222222222222,2641.6952664111113,9
2014,June,2014 2,Japan,Christchurch,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",47,3,1997.61284,1
2014,June,2014 2,"Korea, Republic of",Auckland,Conference / convention,House / flat that you paid some rent for,40.333333333333336,5.333333333333333,2565.1088660666665,3
2014,June,2014 2,"Korea, Republic of",Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",36.375,5.625,2562.644895475,8
2014,June,2014 2,"Korea, Republic of",Auckland,Visiting friends / relatives,House / flat that you paid some rent for,42,5.25,2100.2236347875,8
2014,June,2014 2,"Korea, Republic of",Christchurch,Holiday / vacation,Backpackers,23.25,6.25,783.25365605,4
2014,June,2014 2,Malaysia,Auckland,Business,Hotel,42,7,3250,1
2014,June,2014 2,Malaysia,Auckland,Holiday / vacation,House / flat that you paid some rent for,27,8,1075,2
2014,June,2014 2,Malaysia,Auckland,Visiting friends / relatives,Staying with family or friends,62,10,1075.85254,1
2014,June,2014 2,Malaysia,Christchurch,Holiday / vacation,Staying with family or friends,32,6,970,1
2014,June,2014 2,Malaysia,Christchurch,Visiting friends / relatives,Hotel,37,5,1852.10829,1
2014,June,2014 2,Mongolia,Christchurch,Holiday / vacation,Hotel,62,6,1006.160783,1
2014,June,2014 2,Netherlands,Auckland,Holiday / vacation,Backpackers,27,334,18453.18667,1
2014,June,2014 2,Netherlands,Auckland,Visiting friends / relatives,Staying with family or friends,42,11,300,1
2014,June,2014 2,Netherlands,Christchurch,Visiting friends / relatives,Staying with family or friends,32,4,500,1
2014,June,2014 2,Northern Ireland,Christchurch,Visiting friends / relatives,Bed and Breakfast,52,12,39047.13241,1
2014,June,2014 2,Philippines,Auckland,Holiday / vacation,NA,57,6,800,1
2014,June,2014 2,Singapore,Auckland,Business,"Motel, Motor Inn or Serviced Apartment",42,1,400,1
2014,June,2014 2,Singapore,Auckland,Conference / convention,Hotel,47,6,450,1
2014,June,2014 2,Singapore,Auckland,Holiday / vacation,Hotel,28.5,8,1318.6595595,2
2014,June,2014 2,Singapore,Auckland,Visiting friends / relatives,Staying with family or friends,32,8,1296.475803,1
2014,June,2014 2,Singapore,Christchurch,Holiday / vacation,Hotel,37.48148148148148,6.777777777777778,2567.2193878796297,27
